Country,Invoice_Month,O&D_Net_Count,PNR,Primary_Product_Code,Carrier_Code_Validating,Low_Cost_Indicator,Abonnement_SNCF,Carrier_Validating,Departure_Date,Arrival_Date,Ticket_Number,Origin_City,Destination_City,Origin_Country,Destination_Country,Origin_Region,Destination_Region,Directional_City_Pair,Class_Type,O&D_Class_of_Service_Invoice_Predominant,Round_Trip_Indicator,Exchange_Refund_Code,Reason_Code_Description,Booking_Date,Invoice_Date,Client_ID_Name,Level_4_Division_code,Level_4_Division_Desc,Level_12_CDR_Code,Customer_Defined_05,Customer_Defined_06,O&D_Mileage
FRANCE,202208 - août,0,,Air,,,,AIR FRANCE,2022-09-15,9/15/2022,,NICE,LYON,FRANCE,FRANCE,EUROPE,EUROPE,NICE->LYON,COACH,,,EXCHANGE,,5/31/2022,8/31/2022,ORANGE SA,AA,Orange France,DPP03,REUNION_INTERNE,,174
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-08,9/8/2022,,NICE,LYON,FRANCE,FRANCE,EUROPE,EUROPE,NICE->LYON,COACH,,,Blank,,8/19/2022,8/19/2022,ORANGE SA,AA,Orange France,A1Z4A,REUNION_INTERNE,,180
FRANCE,202208 - août,1,,Air,,,,AIR FRANCE,2022-10-06,10/6/2022,,NICE,LYON,FRANCE,FRANCE,EUROPE,EUROPE,NICE->LYON,COACH,,,Blank,,8/31/2022,8/31/2022,ORANGE SA,AA,Orange France,QF6AA,REUNION_IRP_MANDATS_SOC,,174
FRANCE,202208 - août,-1,,Air,,,,AIR FRANCE,2022-06-23,6/23/2022,,NICE,LYON,FRANCE,FRANCE,EUROPE,EUROPE,NICE->LYON,COACH,,,PARTIAL REFUND,,6/15/2022,8/26/2022,ORANGE SA,AA,Orange France,QF6LG,REUNION_INTERNE,,-174
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-16,10/16/2022,,NICE,LYON,FRANCE,FRANCE,EUROPE,EUROPE,NICE->LYON,FIRST,,,Blank,,8/16/2022,8/16/2022,ORANGE SA,AA,Orange France,GPU01,FORMATION,,188
FRANCE,202208 - août,1,,Air,,,,TWIN JET,2022-09-30,9/30/2022,,NICE,METZ/NANCY,FRANCE,FRANCE,EUROPE,EUROPE,NICE->METZ,COACH,,,Blank,,8/22/2022,8/23/2022,ORANGE SA,AA,Orange France,DDS03,REUNION_INTERNE,,387
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-01,9/1/2022,,PARIS,DAX,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->DAX,COACH,,,Blank,,8/22/2022,8/22/2022,ORANGE SA,AA,Orange France,TELA1,REUNION_INTERNE,,387
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-15,9/15/2022,,PARIS,DAX,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->DAX,COACH,,,Blank,,8/11/2022,8/11/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION_INTERNE,,387
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-29,9/29/2022,,PARIS,DAX,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->DAX,COACH,,,Blank,,8/11/2022,8/11/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION_INTERNE,,387
FRANCE,202208 - août,1,,Air,,,,AIR FRANCE,2022-09-20,9/20/2022,,PARIS,PAU,FRANCE,FRANCE,EUROPE,EUROPE,PARIS->PAU,COACH,,,Blank,,8/1/2022,8/1/2022,ORANGE SA,AA,Orange France,MOKMI,REUNION_INTERNE,,440
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-26,10/26/2022,,PAU,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PAU->PARIS,COACH,,,Blank,,8/4/2022,8/4/2022,ORANGE SA,AA,Orange France,BSCD6,REUNION_INTERNE,,402
FRANCE,202208 - août,1,,Air,,,,AIR FRANCE,2022-09-19,9/19/2022,,PAU,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,PAU->PARIS,COACH,,,Blank,,8/1/2022,8/1/2022,ORANGE SA,AA,Orange France,MOKMI,REUNION_INTERNE,,440
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-11,9/11/2022,,AGEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,AGEN->PARIS,COACH,,,Blank,,8/23/2022,8/23/2022,ORANGE SA,AA,Orange France,ISOPS,FORMATION,,329
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-12-07,12/7/2022,,AGEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,AGEN->PARIS,FIRST,,,Blank,,8/22/2022,8/22/2022,ORANGE SA,AA,Orange France,ISOPS,FORMATION,,329
FRANCE,202208 - août,-1,,Air,,,,AIR FRANCE,2022-06-17,6/17/2022,,BREST,LYON,FRANCE,FRANCE,EUROPE,EUROPE,BREST->LYON,COACH,,,FULL REFUND,,3/10/2022,8/26/2022,ORANGE SA,AA,Orange France,01401,REUNION_INTERNE,,-479
FRANCE,202208 - août,1,,Air,,,,AIR FRANCE,2022-09-24,9/24/2022,,BREST,LYON,FRANCE,FRANCE,EUROPE,EUROPE,BREST->LYON,COACH,,,Blank,,8/31/2022,8/31/2022,ORANGE SA,AA,Orange France,NL7DA,FORMATION,,479
FRANCE,202208 - août,-1,,Air,,,,AIR FRANCE,2022-06-17,6/17/2022,,BREST,LYON,FRANCE,FRANCE,EUROPE,EUROPE,BREST->LYON,COACH,,,FULL REFUND,,3/10/2022,8/26/2022,ORANGE SA,AA,Orange France,01401,REUNION_INTERNE,,-479
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-07,10/7/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/26/2022,8/26/2022,ORANGE SA,AA,Orange France,EAPFE,FORMATION,,122
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-05,9/5/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/22/2022,8/22/2022,ORANGE SA,AA,Orange France,A8HNP,FORMATION,,139
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-27,9/27/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/24/2022,8/25/2022,ORANGE SA,AA,Orange France,MF2A1,FORMATION,,122
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-23,9/23/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/9/2022,8/9/2022,ORANGE SA,AA,Orange France,DEI03,REUNION_INTERNE,,122
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-14,9/14/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/2/2022,8/3/2022,ORANGE SA,AA,Orange France,RAI01,REUNION_INTERNE,,122
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-22,9/22/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/26/2022,8/26/2022,ORANGE SA,AA,Orange France,VGT00,REUNION_INTERNE,,122
FRANCE,202208 - août,-1,,Rail,,,,SNCF FRENCH RAIL,2022-08-09,8/9/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,FULL REFUND,,5/31/2022,8/8/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION_INTERNE,,-122
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-11-08,11/8/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/31/2022,8/31/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION_INTERNE,,122
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-11-02,11/2/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/31/2022,8/31/2022,ORANGE SA,AA,Orange France,CWKDN,REUNION_INTERNE,,122
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-24,8/24/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/1/2022,8/1/2022,ORANGE SA,AA,Orange France,LURVR,REUNION_IRP_MANDATS_SOC,,122
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-31,8/31/2022,,CAEN,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,CAEN->PARIS,COACH,,,Blank,,8/1/2022,8/1/2022,ORANGE SA,AA,Orange France,LURVR,REUNION_IRP_MANDATS_SOC,,122
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-30,8/30/2022,,DIJON,LYON,FRANCE,FRANCE,EUROPE,EUROPE,DIJON->LYON,COACH,,,Blank,,8/25/2022,8/25/2022,ORANGE SA,AA,Orange France,BSDIM,REUNION_INTERNE,,130
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-08,9/8/2022,,DIJON,METZ,FRANCE,FRANCE,EUROPE,EUROPE,DIJON->METZ,COACH,,,Blank,,8/26/2022,8/27/2022,ORANGE SA,AA,Orange France,COHCM,REUNION_INTERNE,,134
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-10-10,10/10/2022,,DIJON,METZ,FRANCE,FRANCE,EUROPE,EUROPE,DIJON->METZ,COACH,,,Blank,,8/31/2022,8/31/2022,ORANGE SA,AA,Orange France,EBJRE,FORMATION,,134
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-29,8/29/2022,,DOLE,DIJON,FRANCE,FRANCE,EUROPE,EUROPE,DOLE->DIJON,COACH,,,Blank,,8/23/2022,8/24/2022,ORANGE SA,AA,Orange France,UIEIN,REUNION_IRP_MANDATS_SOC,,26
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-20,9/20/2022,,DOLE,LILLE,FRANCE,FRANCE,EUROPE,EUROPE,DOLE->LILLE,COACH,,,Blank,,8/25/2022,8/26/2022,ORANGE SA,AA,Orange France,UIEST,REUNION_IRP_MANDATS_SOC,,267
FRANCE,202208 - août,-1,,Rail,,,,SNCF FRENCH RAIL,2022-09-05,9/5/2022,,DOLE,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,DOLE->PARIS,COACH,,,FULL REFUND,,6/3/2022,8/29/2022,ORANGE SA,AA,Orange France,OLJSP,REUNION_IRP_MANDATS_SOC,,-187
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-19,9/19/2022,,DOLE,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,DOLE->PARIS,COACH,,,Blank,,8/5/2022,8/5/2022,ORANGE SA,AA,Orange France,UIEIN,FORMATION,,187
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-27,9/27/2022,,LENS,ARRAS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->ARRAS,COACH,,,Blank,,8/8/2022,8/11/2022,ORANGE SA,AA,Orange France,VRHAV,REUNION_INTERNE,,10
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-28,9/28/2022,,LENS,ARRAS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->ARRAS,COACH,,,Blank,,8/16/2022,8/16/2022,ORANGE SA,AA,Orange France,NDFIS,REUNION_INTERNE,,10
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-29,8/29/2022,,LENS,ARRAS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->ARRAS,COACH,,,Blank,,8/23/2022,8/24/2022,ORANGE SA,AA,Orange France,DDS03,REUNION_INTERNE,,10
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-10,8/10/2022,,LENS,LILLE,FRANCE,FRANCE,EUROPE,EUROPE,LENS->LILLE,COACH,,,Blank,,8/4/2022,8/4/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-12,8/12/2022,,LENS,LILLE,FRANCE,FRANCE,EUROPE,EUROPE,LENS->LILLE,COACH,,,Blank,,8/4/2022,8/4/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-24,8/24/2022,,LENS,LILLE,FRANCE,FRANCE,EUROPE,EUROPE,LENS->LILLE,COACH,,,Blank,,8/20/2022,8/20/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-23,8/23/2022,,LENS,LILLE,FRANCE,FRANCE,EUROPE,EUROPE,LENS->LILLE,COACH,,,Blank,,8/20/2022,8/20/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-05,8/5/2022,,LENS,LILLE,FRANCE,FRANCE,EUROPE,EUROPE,LENS->LILLE,COACH,,,Blank,,8/2/2022,8/2/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-09,8/9/2022,,LENS,LILLE,FRANCE,FRANCE,EUROPE,EUROPE,LENS->LILLE,COACH,,,Blank,,8/2/2022,8/2/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-26,8/26/2022,,LENS,LILLE,FRANCE,FRANCE,EUROPE,EUROPE,LENS->LILLE,COACH,,,Blank,,8/22/2022,8/22/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-25,8/25/2022,,LENS,LILLE,FRANCE,FRANCE,EUROPE,EUROPE,LENS->LILLE,COACH,,,Blank,,8/22/2022,8/22/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-07,9/7/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,Blank,,8/30/2022,8/30/2022,ORANGE SA,AA,Orange France,FEACA,REUNION_INTERNE,,108
FRANCE,202208 - août,-1,,Rail,,,,SNCF FRENCH RAIL,2022-08-29,8/29/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,FULL REFUND,,8/20/2022,8/27/2022,ORANGE SA,AA,Orange France,UIEIN,REUNION_INTERNE,,-116
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-30,8/30/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,Blank,,8/27/2022,8/27/2022,ORANGE SA,AA,Orange France,UIEIN,REUNION_INTERNE,,116
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-31,8/31/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,Blank,,8/26/2022,8/26/2022,ORANGE SA,AA,Orange France,NDFRT,REUNION_IRP_MANDATS_SOC,,108
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-01,9/1/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,Blank,,8/26/2022,8/26/2022,ORANGE SA,AA,Orange France,NDFRT,REUNION_IRP_MANDATS_SOC,,108
FRANCE,202208 - août,-1,,Rail,,,,SNCF FRENCH RAIL,2022-08-30,8/30/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,FULL REFUND,,7/5/2022,8/2/2022,ORANGE SA,AA,Orange France,BSD1D,REUNION_INTERNE,,-116
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-04,9/4/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,Blank,,8/22/2022,8/24/2022,ORANGE SA,AA,Orange France,FQC4H,FORMATION,,108
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-30,8/30/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,Blank,,8/26/2022,8/26/2022,ORANGE SA,AA,Orange France,BTNCX,ACTIVITE_EQUIPE,,116
FRANCE,202208 - août,-1,,Rail,,,,SNCF FRENCH RAIL,2022-08-30,8/30/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,FULL REFUND,,7/21/2022,8/26/2022,ORANGE SA,AA,Orange France,BSKED,REUNION_EXTERNE,,-116
FRANCE,202208 - août,-1,,Rail,,,,SNCF FRENCH RAIL,2022-08-30,8/30/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,FULL REFUND,,5/3/2022,8/25/2022,ORANGE SA,AA,Orange France,BSDDT,REUNION_INTERNE,,-116
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-29,8/29/2022,,LENS,PARIS,FRANCE,FRANCE,EUROPE,EUROPE,LENS->PARIS,COACH,,,Blank,,8/22/2022,8/22/2022,ORANGE SA,AA,Orange France,EFM00,REUNION_INTERNE,,116
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-09-22,9/22/2022,,LILLE,DOLE,FRANCE,FRANCE,EUROPE,EUROPE,LILLE->DOLE,COACH,,,Blank,,8/25/2022,8/26/2022,ORANGE SA,AA,Orange France,UIEST,REUNION_IRP_MANDATS_SOC,,267
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-10,8/10/2022,,LILLE,LENS,FRANCE,FRANCE,EUROPE,EUROPE,LILLE->LENS,COACH,,,Blank,,8/4/2022,8/4/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-12,8/12/2022,,LILLE,LENS,FRANCE,FRANCE,EUROPE,EUROPE,LILLE->LENS,COACH,,,Blank,,8/4/2022,8/4/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-24,8/24/2022,,LILLE,LENS,FRANCE,FRANCE,EUROPE,EUROPE,LILLE->LENS,COACH,,,Blank,,8/20/2022,8/20/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-23,8/23/2022,,LILLE,LENS,FRANCE,FRANCE,EUROPE,EUROPE,LILLE->LENS,COACH,,,Blank,,8/20/2022,8/20/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-09,8/9/2022,,LILLE,LENS,FRANCE,FRANCE,EUROPE,EUROPE,LILLE->LENS,COACH,,,Blank,,8/2/2022,8/2/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-26,8/26/2022,,LILLE,LENS,FRANCE,FRANCE,EUROPE,EUROPE,LILLE->LENS,COACH,,,Blank,,8/22/2022,8/22/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-25,8/25/2022,,LILLE,LENS,FRANCE,FRANCE,EUROPE,EUROPE,LILLE->LENS,COACH,,,Blank,,8/22/2022,8/22/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
FRANCE,202208 - août,1,,Rail,,,,SNCF FRENCH RAIL,2022-08-22,8/22/2022,,LILLE,LENS,FRANCE,FRANCE,EUROPE,EUROPE,LILLE->LENS,COACH,,,Blank,,8/18/2022,8/18/2022,ORANGE SA,AA,Orange France,FEACA,FORMATION,,17
